ЛГБТ,http://tuday.ru/news/society/9794483/
ЛГБТ,http://www.rosbalt.ru/piter/2016/10/27/1562558.html
ЛГБТ,http://nsknews.info/news/163872
ЛГБТ,https://ria.ru/krsk/20161116/1481498120.html
ЛГБТ,http://v1.ru/text/newsline/230843905978368.html
ЛГБТ,https://ovdinfo.org/express-news/2016/10/30/v-sankt-peterburge-zapretili-zhivuyu-biblioteku-s-uchastiem-gomoseksuala-i
ЛГБТ,http://www.gay.ru/news/rainbow/2016/10/31-34839.htm
ЛГБТ,http://www.interfax-russia.ru/South/news.asp?id=776460&sec=1671
ЛГБТ,https://ria.ru/society/20161019/1479574399.html
ЛГБТ,https://ovdinfo.org/express-news/2016/10/12/vlasti-kazani-obyasnili-zapret-lgbt-akciy-zashchitoy-semeynyh-cennostey
ЛГБТ,http://www.rosbalt.ru/piter/2016/10/11/1557609.html
ЛГБТ,https://ovdinfo.org/express-news/2016/10/30/v-sankt-peterburge-zaderzhan-uchastnik-akcii-v-pamyat-zhertv-politicheskih
ЛГБТ,http://7x7-journal.ru/anewsitem/84421
ЛГБТ,https://ovdinfo.org/express-news/2016/08/17/lgbt-semya-poprosila-ubezhishche-vo-francii
ЛГБТ,https://ovdinfo.org/express-news/2016/08/25/v-krasnodare-studentka-oshtrafovana-za-propagandu-gomoseksualizma-0
ЛГБТ,http://comingoutspb.com/news/dzerzhinskiy-sud-prekratil-proizvodstvo-po-delu-lgbt-aktivistov-vykhoda/
ЛГБТ,https://life.ru/t/%D0%B7%D0%B2%D1%83%D0%BA/909110/ivanovskii_chinovnik_vydavshii_razrieshieniie_na_ghiei-parad_nie_imiel_na_eto_polnomochii
ЛГБТ,https://ovdinfo.org/express-news/2016/05/25/reshenie-ob-areste-krasnodarskoy-lgbt-aktivistki-ostavleno-v-sile
ЛГБТ,http://www.hibiny.com/news/archive/107614/
ЛГБТ,https://ovdinfo.org/express-news/2016/06/30/sud-oshtrafoval-eshche-troih-uchastnikov-soglasovannogo-pervomaya
ЛГБТ,https://ovdinfo.org/express-news/2016/07/09/sud-potreboval-ot-zaderzhannogo-v-kommyuniti-centre-lgbt-pastora-iz-ssha
ЛГБТ,https://ovdinfo.org/express-news/2016/07/09/amerikanskiy-pastor-zaderzhan-vo-vremya-vstrechi-s-lgbt-soobshchestvom-v
ЛГБТ,https://lenta.ru/news/2016/07/12/aktivist/
ЛГБТ,http://www.rosbalt.ru/piter/2016/07/12/1531332.html
ЛГБТ,http://comingoutspb.com/news/vopreki-resheniyu-suda-lgbt-aktivisty-zaderzhany-vo-vremya-aktsii-na-marsovom-pole/
ЛГБТ,https://ovdinfo.org/express-news/2016/04/15/v-peterburge-zaderzhany-sem-uchastnikov-lgbt-akcii-den-molchaniya
ЛГБТ,https://ovdinfo.org/express-news/2016/05/01/na-pervomayskom-shestvii-zaderzhany-neskolko-chelovek-za-raduzhnuyu
ЛГБТ,https://ovdinfo.org/express-news/2016/01/25/vospitatelyam-v-detskom-sadu-predlozhili-sobirat-podpisi-za-zapret-na-kaming
ЛГБТ,http://www.gayrussia.eu/russia/12664/
ЛГБТ,http://www.svoboda.org/a/26871428.html
искусство,https://zona.media/news/2016/20/03/politseyskie-prishli
искусство,https://yodnews.ru/2015/05/07/prokdoc/
искусство,http://www.segodnya.ua/politics/society/fsb-shet-terrorizm-vsemu-okruzheniyu-sencova-539922.html
искусство,http://www.interfax.ru/moscow/440690
искусство,https://ovdinfo.org/express-news/2016/08/15/nacgvardiya-yavilas-na-muzykalnyy-festival-v-novosibirske
искусство,https://life.ru/t/life54/891006/omonovtsy_sorvavshiie_muzykalnyi_fiestival_v_novosibirskie_prizyvali_brosit_pit
искусство,https://vk.com/naturefest16?w=wall-103052810_206
искусство,http://novayagazeta.spb.ru/articles/10479/
искусство,http://graniru.org/Culture/Music/m.252922.html
искусство,https://www.novayagazeta.ru/news/2016/04/02/120328-politsiya-sorvala-pank-festival-v-klube-rock-house
